Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)
MËt ®å "§ång hµnh luyÖn cÊp" 201	6	1	647	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Phong l¨ng §é giÕt 150 tªn ThÇn Tı, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 202	6	1	648	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 1 T­êng V©n ®éng giÕt 50 tªn §ao kh¸ch, §ång hµnh tõ cÊp 45 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 203	6	1	649	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 1 T­êng V©n ®éng giÕt 100 tªn §ao kh¸ch, §ång hµnh tõ cÊp 45 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 204	6	1	650	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 1 T­êng V©n ®éng giÕt 150 tªn §ao kh¸ch, §ång hµnh tõ cÊp 45 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 205	6	1	651	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 T­êng V©n ®éng giÕt 50 tªn s¬n  TÆc, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 206	6	1	652	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 T­êng V©n ®éng giÕt 100 tªn s¬n  TÆc, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 207	6	1	653	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 T­êng V©n ®éng giÕt 150 tªn s¬n  TÆc, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 208	6	1	654	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 3 T­êng V©n ®éng giÕt 50 tªn Lang Bæng, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 209	6	1	655	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 3 T­êng V©n ®éng giÕt 100 tªn Lang Bæng, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 210	6	1	656	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 3 T­êng V©n ®éng giÕt 150 tªn Lang Bæng, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 211	6	1	657	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 4 T­êng V©n ®éng giÕt 50 tªn Ngäc DiÖn, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 212	6	1	658	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 4 T­êng V©n ®éng giÕt 100 tªn Ngäc DiÖn, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 213	6	1	659	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 4 T­êng V©n ®éng giÕt 150 tªn Ngäc DiÖn, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 214	6	1	660	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 5 T­êng V©n ®éng giÕt 50 tªn §én Phñ, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 215	6	1	661	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 5 T­êng V©n ®éng giÕt 100 tªn §én Phñ, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 216	6	1	662	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 5 T­êng V©n ®éng giÕt 150 tªn §én Phñ, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 217	6	1	663	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn D­¬ng Trung ®éng giÕt 50 tªn KÕ Chñy, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 218	6	1	664	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn D­¬ng Trung ®éng giÕt 100 tªn KÕ Chñy, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 219	6	1	665	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn D­¬ng Trung ®éng giÕt 150 tªn KÕ Chñy, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 220	6	1	666	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Long M«n trÊn giÕt 50 con Kim Miªu.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 221	6	1	667	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Long M«n trÊn giÕt 100 con Kim Miªu.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 222	6	1	668	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Long M«n trÊn giÕt 150 con Kim Miªu.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 223	6	1	669	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Hoµng Hµ Nguyªn ®Çu giÕt 50 con B¹ch hæ, §ång hµnh tõ cÊp 35 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 224	6	1	670	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Hoµng Hµ Nguyªn ®Çu giÕt 100 con B¹ch hæ, §ång hµnh tõ cÊp 35 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 225	6	1	671	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Hoµng Hµ Nguyªn ®Çu giÕt 150 con B¹ch hæ, §ång hµnh tõ cÊp 35 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 226	6	1	672	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn L·o Hæ ®éng giÕt 50 tªn Tr­êng Th­¬ng, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 227	6	1	673	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn L·o Hæ ®éng giÕt 100 tªn Tr­êng Th­¬ng, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 228	6	1	674	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn L·o Hæ ®éng giÕt 150 tªn Tr­êng Th­¬ng, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 229	6	1	675	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn C¸n Viªn ®éng giÕt 50 con Voi Hoµng Hµ, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 230	6	1	676	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn C¸n Viªn ®éng giÕt 100 con Voi Hoµng Hµ, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 231	6	1	677	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn C¸n Viªn ®éng giÕt 150 con Voi Hoµng Hµ, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 232	6	1	678	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn L­u Tiªn ®éng giÕt 50 tªn §o¶n Kİch, §ång hµnh tõ cÊp 45 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 233	6	1	679	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn L­u Tiªn ®éng giÕt 100 tªn §o¶n Kİch, §ång hµnh tõ cÊp 45 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 234	6	1	680	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn L­u Tiªn ®éng giÕt 150 tªn §o¶n Kİch, §ång hµnh tõ cÊp 45 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 235	6	1	681	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 L­u Tiªn ®éng giÕt 50 tªn Ngäc DiÖn, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 236	6	1	682	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 L­u Tiªn ®éng giÕt 100 tªn Ngäc DiÖn, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 237	6	1	683	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 L­u Tiªn ®éng giÕt 150 tªn Ngäc DiÖn, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 238	6	1	684	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 3 L­u Tiªn ®éng giÕt 50 tªn L­u L­¬ng, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 239	6	1	685	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 3 L­u Tiªn ®éng giÕt 100 tªn L­u L­¬ng, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 240	6	1	686	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 3 L­u Tiªn ®éng giÕt 150 tªn L­u L­¬ng, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 241	6	1	687	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 4 L­u Tiªn ®éng giÕt 50 tªn B×nh Th­¬ng, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 242	6	1	688	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 4 L­u Tiªn ®éng giÕt 100 tªn B×nh Th­¬ng, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 243	6	1	689	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 4 L­u Tiªn ®éng giÕt 150 tªn B×nh Th­¬ng, §ång hµnh tõ cÊp 55 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 244	6	1	690	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 5 L­u Tiªn ®éng giÕt 50 tªn KÕ Chñy, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 245	6	1	691	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 5 L­u Tiªn ®éng giÕt 100 tªn KÕ Chñy, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 246	6	1	692	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 5 L­u Tiªn ®éng giÕt 150 tªn KÕ Chñy, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 247	6	1	693	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 6 L­u Tiªn ®éng giÕt 50 tªn Hµnh Gi¶, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 248	6	1	694	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 6 L­u Tiªn ®éng giÕt 100 tªn Hµnh Gi¶, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 249	6	1	695	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 6 L­u Tiªn ®éng giÕt 150 tªn Hµnh Gi¶, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 250	6	1	696	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn B¨ng HuyÖt ®éng giÕt 50 tªn TuyÖt Qu¸i, §ång hµnh tõ cÊp 45 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 251	6	1	697	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn B¨ng HuyÖt ®éng giÕt 100 tªn TuyÖt Qu¸i, §ång hµnh tõ cÊp 45 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 252	6	1	698	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn B¨ng HuyÖt ®éng giÕt 150 tªn TuyÖt Qu¸i, §ång hµnh tõ cÊp 45 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 253	6	1	699	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn KiÕn Tİnh Phong s¬n  ®éng giÕt 50 tªn §én Phñ, §ång hµnh tõ cÊp 35 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 254	6	1	700	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn KiÕn Tİnh Phong s¬n  ®éng giÕt 100 tªn §én Phñ, §ång hµnh tõ cÊp 35 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 255	6	1	701	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn KiÕn Tİnh Phong s¬n  ®éng giÕt 150 tªn §én Phñ, §ång hµnh tõ cÊp 35 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 256	6	1	702	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Sa M¹c §Şa BiÓu giÕt 50 con Bß c¹p, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 257	6	1	703	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Sa M¹c §Şa BiÓu giÕt 100 con Bß c¹p, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 258	6	1	704	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Sa M¹c §Şa BiÓu giÕt 150 con Bß c¹p, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 259	6	1	705	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 1 Sa M¹c s¬n  ®éng giÕt 50 tªn L­u V©n, §ång hµnh tõ cÊp 85 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 260	6	1	706	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 1 Sa M¹c s¬n  ®éng giÕt 100 tªn L­u V©n, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 261	6	1	707	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 1 Sa M¹c s¬n  ®éng giÕt 150 tªn L­u V©n, §ång hµnh tõ cÊp 85 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 262	6	1	708	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 Sa M¹c s¬n  ®éng giÕt 50 tªn L­u V©n, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 263	6	1	709	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 Sa M¹c s¬n  ®éng giÕt 100 tªn L­u V©n, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 264	6	1	710	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 Sa M¹c s¬n  ®éng giÕt 150 tªn L­u V©n, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 265	6	1	711	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Kho¸i Ho¹t l©m giÕt 50 tªn §ång Chïy, §ång hµnh tõ cÊp 25 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 266	6	1	712	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Kho¸i Ho¹t l©m giÕt 100 tªn §ång Chïy, §ång hµnh tõ cÊp 25 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 267	6	1	713	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Kho¸i Ho¹t l©m giÕt 150 tªn §ång Chïy, §ång hµnh tõ cÊp 25 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 268	6	1	714	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn D­îc V­¬ng cèc giÕt 50 con Linh Miªu, §ång hµnh tõ cÊp 5 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 269	6	1	715	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn D­îc V­¬ng cèc giÕt 100 con Linh Miªu, §ång hµnh tõ cÊp 5 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 270	6	1	716	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn D­îc V­¬ng cèc giÕt 150 con Linh Miªu, §ång hµnh tõ cÊp 5 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 271	6	1	717	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 1 D­îc V­¬ng ®éng giÕt 50 tªn ThiÕt Tr¶o, §ång hµnh tõ cÊp 25 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 272	6	1	718	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 1 D­îc V­¬ng ®éng giÕt 100 tªn ThiÕt Tr¶o, §ång hµnh tõ cÊp 25 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 273	6	1	719	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 1 D­îc V­¬ng ®éng giÕt 150 tªn ThiÕt Tr¶o, §ång hµnh tõ cÊp 25 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 274	6	1	720	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 D­îc V­¬ng ®éng giÕt 50 tªn §ång Chïy, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 275	6	1	721	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 D­îc V­¬ng ®éng giÕt 100 tªn §ång Chïy, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 276	6	1	722	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 2 D­îc V­¬ng ®éng giÕt 150 tªn §ång Chïy, §ång hµnh tõ cÊp 65 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 277	6	1	723	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 3 D­îc V­¬ng ®éng giÕt 50 tªn Lam C©n, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 278	6	1	724	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 3 D­îc V­¬ng ®éng giÕt 100 tªn Lam C©n, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 279	6	1	725	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 3 D­îc V­¬ng ®éng giÕt 150 tªn Lam C©n, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 280	6	1	726	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 4 D­îc V­¬ng ®éng giÕt 50 tªn Xuyªn s¬n, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 281	6	1	727	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 4 D­îc V­¬ng ®éng giÕt 100 tªn Xuyªn s¬n, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 282	6	1	728	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn tÇng 4 D­îc V­¬ng ®éng giÕt 150 tªn Xuyªn s¬n, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 283	6	1	729	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Cæ D­¬ng ®éng giÕt 50 tªn KÕ Chñy, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 284	6	1	730	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Cæ D­¬ng ®éng giÕt 100 tªn KÕ Chñy, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 285	6	1	731	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Cæ D­¬ng ®éng giÕt 150 tªn KÕ Chñy, §ång hµnh tõ cÊp 75 trë lªn		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 286	6	1	732	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn M¹c Cao QuËt giÕt 50 tªn Phi Sa, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 287	6	1	733	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn M¹c Cao QuËt giÕt 100 tªn Phi Sa, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 288	6	1	734	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn M¹c Cao QuËt giÕt 150 tªn Phi Sa, §ång hµnh tõ cÊp 85 trë lªn.		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 289	6	1	735	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Th¹ch Cæ trÊn giÕt 50 con Heo tr¾ng		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
MËt ®å "§ång hµnh luyÖn cÊp" 290	6	1	736	\spr\item\script\item_huangjintupu.spr	38	1	1	§Õn Th¹ch Cæ trÊn giÕt 100 con Heo tr¾ng		100	1	0	\script\item\reward_partner.lua	0	1	1	0	0
